id,Machine_failure_pred,Probability
136429,0,0.0021015403785130267
136430,0,0.0010394378087267104
136431,0,0.002563307289482874
136432,0,0.002772548204354346
136433,0,0.0034261642804296515
136434,0,0.0025643715125400345
136435,0,0.0037046733536451335
136436,0,0.0050415010021543005
136437,0,0.0013006197409237297
136438,0,0.001223807063735123
136439,0,0.002385482514409438
136440,0,0.002075621437364942
136441,0,0.001173473051615341
136442,0,0.00180926672247611
136443,0,0.002733213176566085
136444,0,0.00545692527066569
136445,0,0.0010076336269815148
136446,1,0.9925737482922984
136447,0,0.002396893061221547
136448,0,0.001937432902511674
136449,0,0.005476986747759053
136450,0,0.003995924820792719
136451,0,0.021149403026754554
136452,0,0.022558170135066686
136453,0,0.003807871663716981
136454,0,0.0014134910544685339
136455,0,0.0018253494580114874
136456,0,0.007248347787388893
136457,0,0.005935733214603565
136458,0,0.004776477569278218
136459,0,0.0031994336087096233
136460,0,0.002738870332172312
136461,0,0.0011467446384196794
136462,0,0.017793498355946867
136463,0,0.0020760461454389614
136464,0,0.003389906544416552
136465,0,0.001493722971744495
136466,0,0.001870893642932651
136467,0,0.0012666870517118838
136468,0,0.002525873697508485
136469,0,0.00133086557898091
136470,0,0.002761515267197098
136471,0,0.008501869557219583
136472,0,0.006893810591098455
136473,0,0.0024086093730269565
136474,0,0.0024483608725541606
136475,0,0.002801223180185512
136476,0,0.006625733839428395
136477,0,0.002364348027153565
136478,0,0.0019995223138245008
136479,0,0.0012321281491238765
136480,0,0.006662772677517159
136481,0,0.002204816196763398
136482,0,0.033066662254626705
136483,0,0.002783560758329792
136484,0,0.0010077119844880717
136485,0,0.0012780734121292687
136486,0,0.002459451596358585
136487,0,0.0014544632656552207
136488,0,0.004029055396013925
136489,0,0.0010976873999564531
136490,0,0.024039133526689814
136491,0,0.0034637750834215267
136492,0,0.0030279425729962933
136493,0,0.00327815886193574
136494,0,0.0010504190517745067
136495,0,0.0028215179154049467
136496,0,0.004773356343833702
136497,0,0.0025205328512825685
136498,0,0.010197086605344253
136499,0,0.0013118454919910116
136500,0,0.0006181536711851398
136501,0,0.0016077776920366254
136502,0,0.006471688076905521
136503,0,0.0025675798523578175
136504,0,0.0012516794290535686
136505,0,0.0010798462382067108
136506,0,0.002784299889986539
136507,0,0.0006738787298270764
136508,0,0.0009850518773899563
136509,0,0.003501108224736467
136510,0,0.0015368490647961705
136511,0,0.010087656475863082
136512,0,0.0007933187819981882
136513,0,0.0066000269030219785
136514,0,0.0020555928482531333
136515,0,0.0021012310879302046
136516,0,0.0035816533882053847
136517,0,0.001591712136410024
136518,0,0.0016358458865462166
136519,0,0.0025159105118435932
136520,0,0.0016529730280768688
136521,0,0.0018460849852362396
136522,0,0.0031542554841578834
136523,0,0.0011586788746789452
136524,0,0.0012989023571983026
136525,0,0.005354212276451353
136526,0,0.0056528174042855504
136527,0,0.007147818235118593
136528,0,0.0012363049884876543
136529,0,0.005982384346877263
136530,0,0.002637058434281537
136531,0,0.0036797524527522343
136532,0,0.00325743358244154
136533,0,0.002608667436382073
136534,0,0.0005514598882431138
136535,0,0.0029037958405427615
136536,0,0.002031015358997937
136537,0,0.0009220797296509708
136538,0,0.005942877309626589
136539,0,0.001305771393333488
136540,0,0.001910495833518957
136541,0,0.0008184949260045381
136542,0,0.004019049275059634
136543,0,0.007523549152305457
136544,0,0.0020460559409495216
136545,0,0.005108807631642521
136546,0,0.0006450427768517811
136547,0,0.0031639847867105577
136548,0,0.002269899465556767
136549,0,0.0018256001659204275
136550,0,0.00594335228593051
136551,0,0.001694777660598078
136552,0,0.0016806235675808515
136553,0,0.0013699217007481434
136554,0,0.0033076675851394584
136555,0,0.014739142004100656
136556,0,0.007901860064981775
136557,0,0.004544378697062132
136558,0,0.004053423193898919
136559,0,0.002786195485673655
136560,0,0.004678700082794219
136561,0,0.0094053687337224
136562,0,0.0019367546258322013
136563,0,0.002667067829268553
136564,0,0.001450117755245906
136565,0,0.015962417644361713
136566,0,0.0012216984778661262
136567,0,0.005365774891427245
136568,0,0.0035529478341819955
136569,0,0.0040217999845584265
136570,0,0.0008395182469272997
136571,0,0.005044260779625286
136572,0,0.0038363484089732787
136573,0,0.0016307417937327065
136574,0,0.005796232116910391
136575,0,0.0015857536849519292
136576,0,0.005047428971813236
136577,0,0.004800342565964679
136578,0,0.0013491743869435762
136579,0,0.006728765841601563
136580,0,0.0012897708016556498
136581,0,0.0011057154167311571
136582,0,0.0011736990152880502
136583,0,0.0011983217029443733
136584,0,0.002068556816240487
136585,0,0.004497320281031419
136586,0,0.05468183899915686
136587,0,0.000931327465327865
136588,0,0.00563474146964367
136589,0,0.0026277847622392775
136590,0,0.0014711409871228207
136591,0,0.0033011412186431726
136592,0,0.009843157836248796
136593,0,0.005381292856075043
136594,0,0.0005611075139232917
136595,0,0.0015614965820966646
136596,0,0.0012232096731487204
136597,0,0.0015325567512695132
136598,0,0.005288326185736784
136599,0,0.002468742925047768
136600,0,0.002060879336203214
136601,0,0.004041561543298707
136602,0,0.006470018975090905
136603,0,0.003297257005669293
136604,0,0.0010544440160190688
136605,0,0.00609164020018842
136606,0,0.002469583708902372
136607,0,0.0033940329620208627
136608,0,0.002727123395087813
136609,0,0.004601005396805684
136610,0,0.005080932525290813
136611,0,0.0011253756034030372
136612,0,0.001940817444607873
136613,0,0.003041498769859099
136614,0,0.0008941782593985257
136615,0,0.000790541397941636
136616,0,0.001343397326841403
136617,0,0.009544345094088753
136618,0,0.0017506952082114629
136619,0,0.0018568634631412194
136620,0,0.0017571240403296152
136621,0,0.0032736740722911486
136622,0,0.0020110942989906085
136623,0,0.0010391595505598612
136624,0,0.001477330322282187
136625,0,0.003895354855300925
136626,0,0.00037208839856247124
136627,0,0.003356503282433685
136628,0,0.002583263384537061
136629,0,0.00040564128660785755
136630,0,0.0010688467884235591
136631,0,0.006579854873684146
136632,0,0.0038660149158030567
136633,0,0.0017036970560013204
136634,0,0.0015271392596428754
136635,0,0.012270933576945683
136636,0,0.012447656459776626
136637,0,0.0034752836181298273
136638,1,0.9962917638899977
136639,0,0.0058443908536050205
136640,0,0.01177204464427801
136641,0,0.0018816136844936023
136642,0,0.0020013385647417946
136643,0,0.03660053490088271
136644,0,0.0010237410593499638
136645,0,0.0011288186985597818
136646,0,0.001011236879902039
136647,0,0.010575757727728206
136648,0,0.017865683826215353
136649,0,0.0020195733148748478
136650,0,0.0049252687709961645
136651,0,0.000989913511060038
136652,1,0.9875497760676002
136653,0,0.0015935074910197707
136654,0,0.0017320173296277767
136655,0,0.00557441937566756
136656,0,0.00436144140578314
136657,0,0.004226550716924617
136658,0,0.0016800863528374384
136659,0,0.0023169045299386275
136660,0,0.0016594801384428085
136661,0,0.004122558164529658
136662,0,0.01172427613851606
136663,0,0.0026122559700064536
136664,0,0.01717491146876408
136665,0,0.0016290239864710375
136666,0,0.00041976896677160087
136667,0,0.01689788363477416
136668,0,0.0033555271862320286
136669,0,0.0025831892663715633
136670,0,0.004718570268131654
136671,0,0.001978205442964062
136672,0,0.0020043124722525043
136673,0,0.0013291432706348263
136674,0,0.0006629377275077533
136675,0,0.002863307211908682
136676,0,0.002904257125105314
136677,0,0.0036488327232674198
136678,0,0.0012677915262374593
136679,0,0.002318597974433001
136680,0,0.00728541883185616
136681,0,0.0019029921350223607
136682,0,0.0019169492553637864
136683,0,0.001980100528482508
136684,0,0.004441567166800671
136685,0,0.013341555255224128
136686,0,0.002826065013486917
136687,0,0.0056635865921389065
136688,0,0.005502167143286608
136689,0,0.00621627032939838
136690,0,0.002644435866871711
136691,0,0.012918996494925915
136692,0,0.0028153280222336682
136693,0,0.0007577588817095526
136694,0,0.0009869080661019367
136695,0,0.0018461716111653381
136696,0,0.0058613635027935694
136697,0,0.0005238401086317392
136698,0,0.006142947389334656
136699,0,0.004074977590400429
136700,0,0.0012573651805097674
136701,0,0.0022549578279110016
136702,0,0.0013469634141338048
136703,0,0.008905502911083068
136704,0,0.0006958655396379068
136705,0,0.0007367446409626909
136706,0,0.0015306412735772974
136707,0,0.003184760533609195
136708,0,0.010623443534594287
136709,0,0.0001884302074641207
136710,0,0.0021052708683464293
136711,0,0.003735762917950652
136712,0,0.00048197499896030123
136713,0,0.0021335335497309313
136714,0,0.013786309455261263
136715,0,0.005783890402330794
136716,0,0.0017640453642631345
136717,0,0.005114297904271611
136718,0,0.015436186915635267
136719,0,0.0025926257683488115
136720,0,0.00019299597530845304
136721,0,0.0018347712336829656
136722,0,0.001249979757580027
136723,0,0.0016894784760817325
136724,0,0.0020237439834346915
136725,0,0.0026459443480274436
136726,0,0.0013816426781786946
136727,0,0.0015384706806970466
136728,0,0.0010018515915125922
136729,0,0.0031853790100722992
136730,0,0.0011645476418839869
136731,0,0.009391208482697857
136732,0,0.0022212841599365263
136733,0,0.0018029674763872
136734,0,0.0019395707722597065
136735,0,0.0017102325499036971
136736,0,0.0029290582844473385
136737,0,0.00121071928211313
136738,0,0.001772592035452592
136739,0,0.006809891002140016
136740,0,0.0021045282176629233
136741,0,0.02011460397732418
136742,0,0.0029513733823363815
136743,0,0.0026851141697716674
136744,0,0.002348559401883358
136745,0,0.00592052156453676
136746,0,0.0023441926901691724
136747,0,0.0018913984802733815
136748,0,0.0010307657111016026
136749,0,0.0008085027820113469
136750,0,0.0031643000602810394
136751,0,0.0021047067281449406
136752,0,0.0009103284702529827
136753,0,0.01433134155390506
136754,0,0.0024268670987794413
136755,0,0.008978680898592321
136756,0,0.0009199254662139062
136757,0,0.0111183852710117
136758,0,0.0018009621228267333
136759,0,0.0024784407616962527
136760,0,0.0013921199310151229
136761,0,0.0009566523543315528
136762,0,0.024760405918792215
136763,0,0.002976306655368368
136764,0,0.0017309843461319218
136765,0,0.002918083810163282
136766,0,0.0034373912483704333
136767,0,0.007403834583812344
136768,0,0.001287375670606909
136769,0,0.0024576507525885874
136770,0,0.001970522759643466
136771,0,0.003911811770985492
136772,0,0.01440845408778084
136773,0,0.001123024741138298
136774,0,0.0014075878738072085
136775,0,0.009283935825187922
136776,0,0.0006194017623111706
136777,0,0.0017404049413236595
136778,0,0.0027779463793067586
136779,0,0.002248320765161694
136780,0,0.0006753280577426592
136781,0,0.005327415465788532
136782,0,0.002645575850231463
136783,0,0.00036418459760601224
136784,0,0.0011549534327810866
136785,0,0.003792841249782077
136786,0,0.0027077852779728096
136787,0,0.004392797776191898
136788,0,0.013685854307005736
136789,0,0.0022103381007831076
136790,0,0.0007728455602299645
136791,0,0.0025223835292666236
136792,0,0.004368396493730008
136793,0,0.0013131937320871583
136794,0,0.005142004588953009
136795,0,0.003729121290618953
136796,0,0.003156875382111785
136797,0,0.0032641061770088426
136798,0,0.004857558145053961
136799,0,0.0032387258621506296
136800,0,0.0019550356206338732
136801,0,0.0016874005298196323
136802,0,0.0023710771982381256
136803,0,0.0015125546533770113
136804,0,0.0016886885627233393
136805,0,0.00339974115343243
136806,0,0.0007913479889727438
136807,0,0.0018302471392419553
136808,0,0.002312118348180432
136809,0,0.0009826610154342642
136810,0,0.005769826809791852
136811,0,0.006457359791942517
136812,0,0.0006025965983108552
136813,0,0.018857625536349586
136814,0,0.0030395616617205513
136815,0,0.0006948803700744994
136816,0,0.0009490649507805194
136817,0,0.0012515573983171704
136818,0,0.005209605197064168
136819,0,0.0007267581833763654
136820,0,0.0008809940303645507
136821,0,0.0011096049091227302
136822,0,0.012860337714866459
136823,0,0.0016232339445684742
136824,0,0.0007348684224637624
136825,0,0.001770835546434836
136826,1,0.9969674799988737
136827,0,0.0004529420769154596
136828,0,0.0011316562371453513
136829,0,0.003939382790030815
136830,0,0.0026899639321779803
136831,0,0.0011053054579494754
136832,0,0.002436440433236643
136833,0,0.0009240553697141139
136834,1,0.9989437036324956
136835,0,0.002391313164067538
136836,0,0.0024082357274636877
136837,0,0.0018158072087621638
136838,0,0.0023443864036513675
136839,0,0.000758964007062817
136840,0,0.0023821694917329863
136841,0,0.004480748423087136
136842,0,0.00274037105630192
136843,0,0.0014381491577955402
136844,0,0.0035955579257650693
136845,0,0.002292695151679478
136846,0,0.0019023298401239814
136847,0,0.0007478988613226655
136848,0,0.001531546039443442
136849,0,0.0026473307038115622
136850,0,0.003041427412560765
136851,0,0.00171954869892265
136852,0,0.004011393200136534
136853,0,0.004883798365480153
136854,0,0.0019639959524775036
136855,0,0.0036275124247407836
136856,0,0.018235688730250388
136857,0,0.003595492003377807
136858,0,0.002034855433207758
136859,0,0.0010133786224665812
136860,0,0.001509489854516288
136861,0,0.0008450338382583822
136862,0,0.005477921621645245
136863,0,0.0006139431906368898
136864,0,0.00045454697950839096
136865,0,0.00270571590440213
136866,0,0.003162431978502255
136867,0,0.007507193237710688
136868,0,0.0012592456900315822
136869,0,0.002457878593004385
136870,0,0.002916062847039901
136871,0,0.0009437850995421173
136872,0,0.00319574163104784
136873,0,0.0009508234084406134
136874,0,0.0005977613682169918
136875,0,0.0013427620838027453
136876,0,0.0010815821099180356
136877,0,0.003605789610117689
136878,0,0.0005824087691854597
136879,0,0.005478441021722464
136880,0,0.0032329742329410952
136881,0,0.0025658540192383377
136882,0,0.0008576446156132886
136883,0,0.0010297257989010855
136884,0,0.0018919113651267372
136885,0,0.016094661923949767
136886,0,0.0015138831393027312
136887,0,0.0017936468343257561
136888,0,0.004676371084649141
136889,0,0.002560911828488834
136890,0,0.0022757697211524693
136891,0,0.002468362083305859
136892,0,0.0016261306528882109
136893,0,0.002048318873613344
136894,0,0.0007017742017567749
136895,0,0.0018337545269937663
136896,0,0.0011354471939727892
136897,0,0.004785842646751103
136898,0,0.0021409062781102928
136899,0,0.0016607674962328032
136900,0,0.0016411996708238683
136901,0,0.002020479657112685
136902,0,0.0020704253987683455
136903,0,0.0006732401860395566
136904,0,0.0029017616150239186
136905,0,0.0018674311521095213
136906,0,0.0008125359178585054
136907,0,0.0022346328913939472
136908,0,0.0013834169702451296
136909,0,0.0017750890969983114
136910,0,0.0030624102494123434
136911,0,0.004471338080133641
136912,0,0.006787427564433734
136913,0,0.006946527697856505
136914,0,0.0012176768738922851
136915,0,0.0030198673366909207
136916,0,0.001090360645119003
136917,0,0.0023631719127582642
136918,0,0.0009300169302948195
136919,0,0.002435110191126214
136920,0,0.00119142342039263
136921,0,0.00872168441186066
136922,0,0.001460084728906912
136923,0,0.0011174488934248257
136924,0,0.0009884056266137688
136925,0,0.0004577692023241566
136926,0,0.0006523398825181453
136927,0,0.001766249421681139
136928,0,0.0020563096416069404
136929,0,0.0033162409474269627
136930,0,0.0028875280047542824
136931,0,0.010953796551733081
136932,0,0.006112396211816687
136933,0,0.0017168639727646311
136934,0,0.0032901402296822008
136935,0,0.0012206541135377786
136936,0,0.004842147904193492
136937,0,0.0008110690500345377
136938,0,0.0011088083359145303
136939,0,0.001170509309781896
136940,0,0.0017170050312697782
136941,0,0.012790434501117687
136942,0,0.0013009126340361844
136943,0,0.0016419424491774539
136944,0,0.06731961102164682
136945,0,0.00715569489810079
136946,0,0.004247989259502188
136947,0,0.0035036227191288147
136948,0,0.0007031330738296375
136949,0,0.004075866297470126
136950,0,0.0017615025099775026
136951,0,0.0022818025184698776
136952,0,0.0008456848919049716
136953,0,0.0020426073233789756
136954,0,0.00036708416688744505
136955,0,0.0013515491258635247
136956,0,0.001136896686304966
136957,0,0.00203873689297467
136958,0,0.0027262084953137956
136959,0,0.002295602634366245
136960,1,0.9950299848831801
136961,0,0.0062302710945691285
136962,0,0.002034953274843428
136963,0,0.007380900709290139
136964,0,0.004266263926031865
136965,0,0.010776370390544684
136966,0,0.013226040575818419
136967,0,0.0022411864118984603
136968,0,0.009989144237810717
136969,0,0.0006069292175860744
136970,0,0.005492158297956912
136971,0,0.004173685413748289
136972,0,0.00458585387379921
136973,0,0.004591690668668095
136974,0,0.0005156165775773333
136975,0,0.00676655043094554
136976,0,0.0013156938886715926
136977,0,0.0032163468823252646
136978,0,0.001775737645327642
136979,0,0.0010098434506159578
136980,0,0.0007042011231900514
136981,0,0.0011411716236072013
136982,0,0.002778636181510424
136983,0,0.0013890046112954215
136984,0,0.0017911160525594073
136985,0,0.014842971153007324
136986,0,0.0018452001261998303
136987,0,0.00484666653240969
136988,0,0.0023972389925199606
136989,0,0.0028133074438662026
136990,0,0.0004937854306207826
136991,0,0.0017589399842707976
136992,0,0.0007583356397066795
136993,0,0.0013513027539970243
136994,0,0.007090642992905682
136995,0,0.015034073037939303
136996,0,0.0022848332586213956
136997,0,0.004186239789849372
136998,0,0.0030332199320582593
136999,0,0.002758978683174906
137000,0,0.020475988662622697
137001,0,0.001537796840278856
137002,0,0.002940290830435255
137003,0,0.0027590626542426506
137004,0,0.03948561220077063
137005,1,0.9997623913774277
137006,0,0.0004842258713870525
137007,0,0.0016707526397398377
137008,0,0.00341908083002808
137009,0,0.012179143612756186
137010,0,0.005269489265691963
137011,0,0.003822873565862944
137012,0,0.01331004456383119
137013,0,0.004763077198029617
137014,0,0.0008087643665519637
137015,0,0.008569238507189266
137016,0,0.004105238844460351
137017,0,0.0010271057517509477
137018,0,0.0017626338091257748
137019,0,0.0018309996488648675
137020,0,0.03326784055242392
137021,0,0.007795711880987428
137022,0,0.0007841842081991701
137023,0,0.0013530664894770594
137024,0,0.0024659935917878003
137025,0,0.0008399981596280209
137026,0,0.011532243805314991
137027,0,0.002425003129004854
137028,0,0.001415618488380305
137029,0,0.0010030497257919387
137030,0,0.00730825961782313
137031,0,0.008469626346257302
137032,0,0.003969495120962239
137033,0,0.004364070832516418
137034,0,0.004660526124086554
137035,0,0.013215546454293712
137036,0,0.004133225449438808
137037,1,0.9927003339459767
137038,0,0.004046637114152625
137039,0,0.0018553711226773123
137040,0,0.0009592368012777364
137041,0,0.007802007829482916
137042,0,0.0006490643023679782
137043,0,0.002252415863124426
137044,0,0.001267275813186338
137045,0,0.0011772223477187003
137046,0,0.0013325810237555125
137047,0,0.002094461287407707
137048,0,0.004144139995389361
137049,0,0.006129910578252358
137050,0,0.0008205276287100299
137051,0,0.002786029658988116
